Gene,logFC,pvalue,literature_mentions,document_occurrences,cooccurrence_score,Entrez Gene Name,Location,Type(s),Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,abs_logFC,significance_p,neg_log10_p,abs_logFC_scaled,neg_log10_p_scaled,literature_mentions_scaled,document_occurrences_scaled,cooccurrence_score_scaled,gene_evidence_score,rank
MUC1,-2.215,6.17e-16,0,0,0,"mucin 1, cell surface associated",Plasma Membrane,transmembrane receptor,,,,,,,,,,,,,,,2.215,6.17e-16,15.209714835966759,0.03857245854361929,0.07040986187959089,0.0,0.0,0.0,0.02531695717862158,435
ROPN1,-2.17,8.01e-17,0,0,0,rhophilin associated tail protein 1,Cytoplasm,other,,,,,,,,,,,,,,,2.17,8.01e-17,16.096367483915763,0.030461427541456365,0.07631009556340487,0.0,0.0,0.0,0.02516980939914249,436
CLIC5,-2.089,1.6e-18,0,0,0,chloride intracellular channel 5,Cytoplasm,ion channel,,,,,,,,,,,,,,,2.089,1.6e-18,17.795880017344075,0.015861571737563085,0.08761950869039808,0.0,0.0,0.0,0.02507719152011214,437
H19,-2.541,1.23e-08,0,0,0,H19 imprinted maternally expressed transcript,Cytoplasm,other,,,,,,,,,,,,,,,2.541,1.23e-08,7.910094888560602,0.0973323720259553,0.021834510988400228,0.0,0.0,0.0,0.024925102152291115,438
TPX2,2.081,1.43e-18,0,0,0,TPX2 microtubule nucleation factor,Nucleus,other,,,,,,,,,,,,,,,2.081,1.43e-18,17.844663962534938,0.014419610670511895,0.08794414165383678,0.0,0.0,0.0,0.024869957547561574,439
ELOVL3,-2.554,2.84e-08,0,0,0,ELOVL fatty acid elongase 3,Cytoplasm,enzyme,,,,,,,,,,,,,,,2.554,2.84e-08,7.546681659952962,0.09967555875991346,0.019416176167504604,0.0,0.0,0.0,0.024789155793858843,440
GRB14,-2.265,1.57e-14,0,0,0,growth factor receptor bound protein 14,Plasma Membrane,other,,,,,,,,,,,,,,,2.265,1.57e-14,13.804100347590767,0.04758471521268931,0.06105619449929568,0.0,0.0,0.0,0.024780991667361783,441
KLK7,2.063,8.08e-19,0,0,0,kallikrein related peptidase 7,Extracellular Space,peptidase,,,,,,,,,,,,,,,2.063,8.08e-19,18.092588639225415,0.011175198269646747,0.0895939574321369,0.0,0.0,0.0,0.024633529011963574,442
KLRB1,2.1,5.15e-18,0,0,0,killer cell lectin like receptor B1,Plasma Membrane,transmembrane receptor,,,,,,,,,,,,,,,2.1,5.15e-18,17.28819277095881,0.017844268204758484,0.08424110182622842,0.0,0.0,0.0,0.024629129097508803,443
OGN,-2.356,1.87e-12,0,0,0,osteoglycin,Extracellular Space,growth factor,,,,,,,,,,,,,,,2.356,1.87e-12,11.7281583934635,0.06398702235039655,0.04724183024772827,0.0,0.0,0.0,0.024607862032011377,444
GREM2,-2.168,2.35e-16,0,0,0,"gremlin 2, DAN family BMP antagonist",Extracellular Space,other,,,,,,,,,,,,,,,2.168,2.35e-16,15.628932137728263,0.030100937274693595,0.07319954513425941,0.0,0.0,0.0,0.024320073738503572,445
IGFBP5,-2.227,4.65e-15,0,0,0,insulin like growth factor binding protein 5,Extracellular Space,other,,,,,,,,,,,,,,,2.227,4.65e-15,14.332547047110046,0.04073540014419608,0.06457274522952403,0.0,0.0,0.0,0.024290266336220223,446
DACT1,-2.258,2.28e-14,0,0,0,dishevelled binding antagonist of beta catenin 1,Cytoplasm,other,,,,,,,,,,,,,,,2.258,2.28e-14,13.642065152999546,0.046322999279019506,0.05997793063203945,0.0,0.0,0.0,0.024259082513813764,447
LYPD5,2.13,3.86e-17,0,0,0,LY6/PLAUR domain containing 5,Other,other,,,,,,,,,,,,,,,2.13,3.86e-17,16.413412695328244,0.023251622206200417,0.07841987422362202,0.0,0.0,0.0,0.02425529299714559,448
KLHL18,2.225,4.42e-15,0,0,0,kelch like family member 18,Other,other,,,,,,,,,,,,,,,2.225,4.42e-15,14.354577730650908,0.04037490987743336,0.06471934850354111,0.0,0.0,0.0,0.02425481910137195,449
BHLHE41,-2.187,7.78e-16,0,0,0,basic helix-loop-helix family member e41,Nucleus,transcription regulator,,,,,,,,,,,,,,,2.187,7.78e-16,15.10902040301031,0.03352559480894013,0.06973979036232142,0.0,0.0,0.0,0.024140066552368382,450
HNRNPM,-2.051,9.98e-19,0,0,0,heterogeneous nuclear ribonucleoprotein M,Nucleus,other,,,,,,,,,,,,,,,2.051,9.98e-19,18.00086945871263,0.009012256669069962,0.08898361176908026,0.0,0.0,0.0,0.02404835427608406,451
CES1,-2.272,7.68e-14,0,0,0,carboxylesterase 1,Cytoplasm,enzyme,,,,,,,,,,,,,,,2.272,7.68e-14,13.114638779968487,0.048846431146359004,0.05646816966861347,0.0,0.0,0.0,0.02388632864642517,452
H2AC8,-2.268,7.43e-14,0,0,0,H2A clustered histone 8,Nucleus,other,,,,,,,,,,,,,,,2.268,7.43e-14,13.129011186239424,0.04812545061283341,0.056563810905115045,0.0,0.0,0.0,0.023766042848845443,453
CDC42BPA,-2.227,1.14e-14,0,0,0,CDC42 binding protein kinase alpha,Cytoplasm,kinase,,,,,,,,,,,,,,,2.227,1.14e-14,13.943095148663527,0.04073540014419608,0.06198113597334594,0.0,0.0,0.0,0.023642364022175698,454
TIMP3,-2.143,1.75e-16,0,0,0,TIMP metallopeptidase inhibitor 3,Extracellular Space,other,,,,,,,,,,,,,,,2.143,1.75e-16,15.756961951313706,0.025594808940158587,0.07405152005408472,0.0,0.0,0.0,0.023631841801552898,455
APOC1,-2.028,6.82e-19,0,0,0,apolipoprotein C1,Extracellular Space,transporter,,,,,,,,,,,,,,,2.028,6.82e-19,18.166215625343522,0.004866618601297779,0.0900839085133598,0.0,0.0,0.0,0.023494300848599506,456
PMAIP1,-2.046,1.96e-18,0,0,0,phorbol-12-myristate-13-acetate-induced protein 1,Cytoplasm,other,,,,,,,,,,,,,,,2.046,1.96e-18,17.707743928643524,0.008111031002162927,0.0870330067265078,0.0,0.0,0.0,0.023380457882059533,457
CALHM6,2.143,3.29e-16,0,0,0,calcium homeostasis modulator family member 6,Plasma Membrane,transporter,,,,,,,,,,,,,,,2.143,3.29e-16,15.482804102050025,0.025594808940158587,0.07222713552125852,0.0,0.0,0.0,0.023175745668346348,458
PCK1,-2.388,8.69e-11,0,0,0,phosphoenolpyruvate carboxykinase 1,Cytoplasm,kinase,,,,,,,,,,,,,,,2.388,8.69e-11,10.060980223551333,0.06975486661860131,0.03614758627542483,0.0,0.0,0.0,0.022987869892576472,459
ADAMTS9,-2.349,1.27e-11,0,0,0,ADAM metallopeptidase with thrombospondin type 1 motif 9,Extracellular Space,peptidase,,,,,,,,,,,,,,,2.349,1.27e-11,10.896196279044043,0.0627253064167268,0.04170553494368817,0.0,0.0,0.0,0.022971445019267404,460
AKAP12,-2.19,4.92e-15,0,0,0,A-kinase anchoring protein 12,Cytoplasm,transporter,,,,,,,,,,,,,,,2.19,4.92e-15,14.30803489723264,0.03406633020908434,0.06440962902758868,0.0,0.0,0.0,0.022915673298714037,461
AOC3,-2.365,3.64e-11,0,0,0,amine oxidase copper containing 3,Plasma Membrane,enzyme,,,,,,,,,,,,,,,2.365,3.64e-11,10.438898616350944,0.06560922855082918,0.03866244577095228,0.0,0.0,0.0,0.022787457152903905,462
CYP2C18,2.038,4.51e-18,0,0,0,cytochrome P450 family 2 subfamily C member 18,Cytoplasm,enzyme,,,,,,,,,,,,,,,2.038,4.51e-18,17.34582345812204,0.006669069935111738,0.08462460547042146,0.0,0.0,0.0,0.022489965354627713,463
HORMAD1,2.464,8.12e-09,0,0,0,HORMA domain containing 1,Nucleus,other,,,,,,,,,,,,,,,2.464,8.12e-09,8.090443970758825,0.08345349675558761,0.02303464469588123,0.0,0.0,0.0,0.022449360525087832,464
GPRC5A,-2.186,1.04e-14,0,0,0,G protein-coupled receptor class C group 5 member A,Plasma Membrane,G-protein coupled receptor,,,,,,,,,,,,,,,2.186,1.04e-14,13.98296666070122,0.033345349675558744,0.06224646111379814,0.0,0.0,0.0,0.022230685213561283,465
NAMPT,-2.252,3.17e-13,0,0,0,nicotinamide phosphoribosyltransferase,Extracellular Space,cytokine,,,,,,,,,,,,,,,2.252,3.17e-13,12.498940737782249,0.04524152847873103,0.052371004520605585,0.0,0.0,0.0,0.022141056825897603,466
GALNT15,-2.396,4.57e-10,0,0,0,polypeptide N-acetylgalactosaminyltransferase 15,Cytoplasm,enzyme,,,,,,,,,,,,,,,2.396,4.57e-10,9.34008379993015,0.0711968276856525,0.03135037806651711,0.0,0.0,0.0,0.022076960053759778,467
HMGCS2,-2.187,1.83e-14,0,0,0,3-hydroxy-3-methylglutaryl-CoA synthase 2,Cytoplasm,enzyme,,,,,,,,,,,,,,,2.187,1.83e-14,13.73754891026957,0.03352559480894013,0.06061332768657361,0.0,0.0,0.0,0.02185845088343143,468
LINC01094,2.073,6.34e-17,0,0,0,long intergenic non-protein coding RNA 1094,Other,other,,,,,,,,,,,,,,,2.073,6.34e-17,16.197910742118268,0.012977649603460706,0.07698581559175705,0.0,0.0,0.0,0.0218419838186314,469
TTK,2.019,4.77e-18,0,0,0,TTK protein kinase,Nucleus,kinase,,,,,,,,,,,,,,,2.019,4.77e-18,17.321481620959887,0.003244412400865204,0.08446262261514856,0.0,0.0,0.0,0.02176453813396018,470
ATG9B,2.043,2.07e-17,0,0,0,autophagy related 9B,Cytoplasm,transporter,,,,,,,,,,,,,,,2.043,2.07e-17,16.68402965454308,0.007570295602018773,0.08022069588908953,0.0,0.0,0.0,0.021569233092676138,471
VEGFA,-2.276,2.6e-12,0,0,0,vascular endothelial growth factor A,Extracellular Space,growth factor,,,,,,,,,,,,,,,2.276,2.6e-12,11.585026652029182,0.0495674116798846,0.046289359487067666,0.0,0.0,0.0,0.021485822207743838,472
GZMA,2.197,5.44e-14,0,0,0,granzyme A,Cytoplasm,peptidase,,,,,,,,,,,,,,,2.197,5.44e-14,13.26440110030182,0.035328046142754144,0.05746476364376357,0.0,0.0,0.0,0.02143180013949172,473
CA4,-2.328,4.23e-11,0,0,0,carbonic anhydrase 4,Plasma Membrane,enzyme,,,,,,,,,,,,,,,2.328,4.23e-11,10.373659632624957,0.058940158615717386,0.03822831268606468,0.0,0.0,0.0,0.021345109894659646,474
SELL,2.437,1.01e-08,0,0,0,selectin L,Plasma Membrane,transmembrane receptor,,,,,,,,,,,,,,,2.437,1.01e-08,7.995678626217358,0.07858687815428983,0.02240402832179698,0.0,0.0,0.0,0.02131838271130721,475
MRAS,-2.129,2.68e-15,0,0,0,muscle RAS oncogene homolog,Plasma Membrane,enzyme,,,,,,,,,,,,,,,2.129,2.68e-15,14.57186520597121,0.023071377072819033,0.06616528889961545,0.0,0.0,0.0,0.02115559763946767,476
GPAM,-2.442,2.33e-08,0,0,0,"glycerol-3-phosphate acyltransferase, mitochondrial",Cytoplasm,enzyme,,,,,,,,,,,,,,,2.442,2.33e-08,7.632644078973981,0.07948810382119686,0.019988213437593622,0.0,0.0,0.0,0.02089467412363778,477
TM4SF1,-2.24,1.29e-12,0,0,0,transmembrane 4 L six family member 1,Plasma Membrane,other,,,,,,,,,,,,,,,2.24,1.29e-12,11.88941028970075,0.04307858687815436,0.04831488165287404,0.0,0.0,0.0,0.02069443778884938,478
SCGB2A2,-2.543,5.74e-06,0,0,0,secretoglobin family 2A member 2,Extracellular Space,other,,,,,,,,,,,,,,,2.543,5.74e-06,5.241088107602026,0.09769286229271812,0.004073594413270983,0.0,0.0,0.0,0.02055697106186137,479
SOD2,-2.29,2.23e-11,0,0,0,superoxide dismutase 2,Cytoplasm,enzyme,,,,,,,,,,,,,,,2.29,2.23e-11,10.651695136951838,0.052090843547224264,0.040078501090419424,0.0,0.0,0.0,0.020437793982049708,480
ADRB1,-2.074,5.92e-16,0,0,0,adrenoceptor beta 1,Plasma Membrane,G-protein coupled receptor,,,,,,,,,,,,,,,2.074,5.92e-16,15.22767829327708,0.01315789473684209,0.07052939977996854,0.0,0.0,0.0,0.020263928892360554,481
BCL6,-2.131,1.32e-14,0,0,0,BCL6 transcription repressor,Nucleus,transcription regulator,,,,,,,,,,,,,,,2.131,1.32e-14,13.87942606879415,0.023431867339581802,0.061557449820113644,0.0,0.0,0.0,0.020075735922944773,482
NAPSB,2.255,6.45e-12,0,0,0,napsin B aspartic peptidase (pseudogene),Other,other,,,,,,,,,,,,,,,2.255,6.45e-12,11.190440285364732,0.04578226387887524,0.04366358289106605,0.0,0.0,0.0,0.02007234849854156,483
IL7R,2.232,2.38e-12,0,0,0,interleukin 7 receptor,Plasma Membrane,transmembrane receptor,,,,,,,,,,,,,,,2.232,2.38e-12,11.623423042943488,0.04163662581110317,0.046544868427951705,0.0,0.0,0.0,0.01996354226920856,484
KRT18,-2.332,3.51e-10,0,0,0,keratin 18,Cytoplasm,other,,,,,,,,,,,,,,,2.332,3.51e-10,9.454692883534175,0.05966113914924298,0.0321130446836143,0.0,0.0,0.0,0.01996048900075217,485
FERMT2,-2.037,2.95e-16,0,0,0,FERM domain containing kindlin 2,Cytoplasm,other,,,,,,,,,,,,,,,2.037,2.95e-16,15.530177984021837,0.006488824801730353,0.0725423852132204,0.0,0.0,0.0,0.01943336126365117,486
RSPO3,-2.177,4.67e-13,0,0,0,R-spondin 3,Extracellular Space,kinase,,,,,,,,,,,,,,,2.177,4.67e-13,12.330683119433887,0.03172314347512617,0.051251333508926133,0.0,0.0,0.0,0.019157462072256767,487
TBX3,-2.106,1.37e-14,0,0,0,T-box transcription factor 3,Nucleus,transcription regulator,,,,,,,,,,,,,,,2.106,1.37e-14,13.863279432843592,0.01892573900504685,0.06145000196492917,0.0,0.0,0.0,0.01914764829224166,488
KRT78,2.245,1.44e-11,0,0,0,keratin 78,Cytoplasm,other,,,,,,,,,,,,,,,2.245,1.44e-11,10.84163750790475,0.043979812545061336,0.041342473377280864,0.0,0.0,0.0,0.019131580853332483,489
MSMB,-2.316,6.19e-10,0,0,0,microseminoprotein beta,Extracellular Space,other,,,,,,,,,,,,,,,2.316,6.19e-10,9.208309350979881,0.056777217015140546,0.030473484455291893,0.0,0.0,0.0,0.018973814516851085,490
CIDEC,-2.415,8.89e-08,0,0,0,cell death inducing DFFA like effector c,Cytoplasm,other,,,,,,,,,,,,,,,2.415,8.89e-08,7.051098239029787,0.07462148521989909,0.016118314259535815,0.0,0.0,0.0,0.01895387560886377,491
GLDC,-2.09,8.76e-15,0,0,0,glycine decarboxylase,Cytoplasm,enzyme,,,,,,,,,,,,,,,2.09,8.76e-15,14.05749589383192,0.01604181687094447,0.06274241620146837,0.0,0.0,0.0,0.018893967424555985,492
PHLDA1,-2.165,3.77e-13,0,0,0,pleckstrin homology like domain family A member 1,Cytoplasm,other,,,,,,,,,,,,,,,2.165,3.77e-13,12.423658649794207,0.029560201874549386,0.05187003955719814,0.0,0.0,0.0,0.018879550264209413,493
CAMK2N1,-2.046,1.26e-15,0,0,0,calcium/calmodulin dependent protein kinase II inhibitor 1,Plasma Membrane,kinase,,,,,,,,,,,,,,,2.046,1.26e-15,14.899629454882437,0.008111031002162927,0.06834639743884945,0.0,0.0,0.0,0.018708805560144946,494
KRT15,-2.116,4.39e-14,0,0,0,keratin 15,Cytoplasm,other,,,,,,,,,,,,,,,2.116,4.39e-14,13.357535479757878,0.020728190338860863,0.05808452675399493,0.0,0.0,0.0,0.018666769756270907,495
MCM10,2.005,1.85e-16,0,0,0,minichromosome maintenance 10 replication initiation factor,Nucleus,other,,,,,,,,,,,,,,,2.005,1.85e-16,15.732828271596986,0.0007209805335255948,0.07389092238338656,0.0,0.0,0.0,0.01861692670255176,496
SDR9C7,2.175,9.73e-13,0,0,0,short chain dehydrogenase/reductase family 9C member 7,Other,enzyme,,,,,,,,,,,,,,,2.175,9.73e-13,12.011887159731648,0.031362653208363345,0.049129904487031265,0.0,0.0,0.0,0.018555006763430484,497
ZC3H11A,-2.077,7.49e-15,0,0,0,zinc finger CCCH-type containing 11A,Nucleus,other,,,,,,,,,,,,,,,2.077,7.49e-15,14.125518182300533,0.0136986301369863,0.06319507079918599,0.0,0.0,0.0,0.018538493727193756,498
H2BC5,-2.042,1.38e-15,0,0,0,H2B clustered histone 5,Nucleus,other,,,,,,,,,,,,,,,2.042,1.38e-15,14.860120913598763,0.0073900504686373325,0.06808348768876918,0.0,0.0,0.0,0.01849888201591976,499
FBXO32,-2.105,3.39e-14,0,0,0,F-box protein 32,Cytoplasm,enzyme,,,,,,,,,,,,,,,2.105,3.39e-14,13.469800301796917,0.018745493871665464,0.058831593472889146,0.0,0.0,0.0,0.01845699714255538,500
CAVIN2,-2.062,4.19e-15,0,0,0,caveolae associated protein 2,Plasma Membrane,other,,,,,,,,,,,,,,,2.062,4.19e-15,14.377785977033705,0.010994953136265306,0.06487378787432153,0.0,0.0,0.0,0.018417437595833443,501
LINC01140,-2.289,3.76e-10,0,0,0,long intergenic non-protein coding RNA 1140,Other,other,,,,,,,,,,,,,,,2.289,3.76e-10,9.424812155072338,0.05191059841384288,0.03191420325346095,0.0,0.0,0.0,0.018360670496133814,502
FGF2,-2.028,1.05e-15,0,0,0,fibroblast growth factor 2,Extracellular Space,growth factor,,,,,,,,,,,,,,,2.028,1.05e-15,14.978810700930062,0.004866618601297779,0.06887330936556309,0.0,0.0,0.0,0.018191651061650327,503
IL36A,2.311,1.7e-09,0,0,0,interleukin 36 alpha,Extracellular Space,cytokine,,,,,,,,,,,,,,,2.311,1.7e-09,8.769551078621726,0.05587599134823362,0.027553765731609125,0.0,0.0,0.0,0.018063639702549008,504
ACKR1,-2.129,2.54e-13,0,0,0,atypical chemokine receptor 1 (Duffy blood group),Plasma Membrane,G-protein coupled receptor,,,,,,,,,,,,,,,2.129,2.54e-13,12.595166283380062,0.023071377072819033,0.053011337808610656,0.0,0.0,0.0,0.017867109866716472,505
PPP1R3C,-2.091,4.9e-14,0,0,0,protein phosphatase 1 regulatory subunit 3C,Cytoplasm,phosphatase,,,,,,,,,,,,,,,2.091,4.9e-14,13.309803919971486,0.01622206200432591,0.057766896893548345,0.0,0.0,0.0,0.01768613662425227,506
SF1,-2.144,7.27e-13,0,0,0,splicing factor 1,Nucleus,transcription regulator,,,,,,,,,,,,,,,2.144,7.27e-13,12.138465589140962,0.025775054073540027,0.04997222116490134,0.0,0.0,0.0,0.017648066105933342,507
IVL,2.126,3.63e-13,0,0,0,involucrin,Cytoplasm,other,,,,,,,,,,,,,,,2.126,3.63e-13,12.440093374963887,0.022530641672674823,0.05197940450327333,0.0,0.0,0.0,0.017500979460353297,508
CCL27,-2.218,4.6e-11,0,0,0,C-C motif chemokine ligand 27,Extracellular Space,cytokine,,,,,,,,,,,,,,,2.218,4.6e-11,10.337242168318426,0.0391131939437635,0.037985972520411845,0.0,0.0,0.0,0.01731913191885566,509
SOCS2,-2.121,3.82e-13,0,0,0,suppressor of cytokine signaling 2,Cytoplasm,other,,,,,,,,,,,,,,,2.121,3.82e-13,12.41793663708829,0.021629416005767843,0.051831962400168546,0.0,0.0,0.0,0.017283873801195705,510
ADAMTS15,-2.171,7.31e-12,0,0,0,ADAM metallopeptidase with thrombospondin type 1 motif 15,Extracellular Space,peptidase,,,,,,,,,,,,,,,2.171,7.31e-12,11.136082623042139,0.03064167267483775,0.04330185960410464,0.0,0.0,0.0,0.016953799435993712,511
ACSBG1,-2.324,1.69e-08,0,0,0,acyl-CoA synthetase bubblegum family member 1,Cytoplasm,enzyme,,,,,,,,,,,,,,,2.324,1.69e-08,7.772113295386326,0.058219178082191736,0.020916311910467732,0.0,0.0,0.0,0.01687291359405528,512
SOCS3,-2.167,6.7e-12,0,0,0,suppressor of cytokine signaling 3,Cytoplasm,phosphatase,,,,,,,,,,,,,,,2.167,6.7e-12,11.173925197299173,0.029920692141312155,0.043553683169770485,0.0,0.0,0.0,0.016872559220705054,513
ERAP2,2.125,1.01e-12,0,0,0,endoplasmic reticulum aminopeptidase 2,Cytoplasm,peptidase,,,,,,,,,,,,,,,2.125,1.01e-12,11.995678626217357,0.022350396539293438,0.04902204473425495,0.0,0.0,0.0,0.016725590491422426,514
PKP3,2.11,4.82e-13,0,0,0,plakophilin 3,Plasma Membrane,other,,,,,,,,,,,,,,,2.11,4.82e-13,12.316952961761151,0.019646719538572444,0.051159966118356506,0.0,0.0,0.0,0.016719335437303615,515
RAC2,2.067,1.41e-13,0,0,0,Rac family small GTPase 2,Cytoplasm,enzyme,,,,,,,,,,,,,,,2.067,1.41e-13,12.85078088734462,0.011896178803172341,0.05471232623950879,0.0,0.0,0.0,0.016057317320511667,516
ZC3H12A,2.204,1.61e-10,0,0,0,zinc finger CCCH-type containing 12A,Cytoplasm,enzyme,,,,,,,,,,,,,,,2.204,1.61e-10,9.79317412396815,0.036589762076424004,0.03436546948690945,0.0,0.0,0.0,0.015909319787012165,517
VTCN1,-2.138,6.19e-12,0,0,0,V-set domain containing T cell activation inhibitor 1,Plasma Membrane,other,,,,,,,,,,,,,,,2.138,6.19e-12,11.208309350979881,0.024693583273251607,0.043782492661520886,0.0,0.0,0.0,0.015884339820030544,518
BHLHE40,-2.135,1.05e-11,0,0,0,basic helix-loop-helix family member e40,Nucleus,transcription regulator,,,,,,,,,,,,,,,2.135,1.05e-11,10.978810700930062,0.024152847873107397,0.04225529295310512,0.0,0.0,0.0,0.01539439281289776,519
PCDH9,-2.072,6.48e-13,0,0,0,protocadherin 9,Plasma Membrane,other,,,,,,,,,,,,,,,2.072,6.48e-13,12.188424994129406,0.012797404470079321,0.05030467623038609,0.0,0.0,0.0,0.015135649951612387,520
INHBB,-2.035,1.07e-13,0,0,0,inhibin subunit beta B,Extracellular Space,growth factor,,,,,,,,,,,,,,,2.035,1.07e-13,12.97061622231479,0.006128334534967583,0.055509770967765895,0.0,0.0,0.0,0.01510310964893499,521
CCL13,2.259,1.17e-08,0,0,0,C-C motif chemokine ligand 13,Extracellular Space,cytokine,,,,,,,,,,,,,,,2.259,1.17e-08,7.931814138253839,0.046503244412400835,0.021979041824600438,0.0,0.0,0.0,0.014795409338630276,522
ATP1A2,-2.112,1.19e-11,0,0,0,ATPase Na+/K+ transporting subunit alpha 2,Plasma Membrane,enzyme,,,,,,,,,,,,,,,2.112,1.19e-11,10.924453038607469,0.02000720980533527,0.041893569666143715,0.0,0.0,0.0,0.014474834377602983,523
CCNL1,-2.096,5.52e-12,0,0,0,cyclin L1,Nucleus,other,,,,,,,,,,,,,,,2.096,5.52e-12,11.2580609222708,0.01712328767123289,0.0441135646968127,0.0,0.0,0.0,0.014453048708449753,524
FAR2,-2.223,3.41e-09,0,0,0,fatty acyl-CoA reductase 2,Cytoplasm,enzyme,,,,,,,,,,,,,,,2.223,3.41e-09,8.467245621007502,0.04001441961067048,0.025542072823521365,0.0,0.0,0.0,0.014388402128014437,525
N4BP2L1,-2.085,4.13e-12,0,0,0,NEDD4 binding protein 2 like 1,Other,other,,,,,,,,,,,,,,,2.085,4.13e-12,11.384049948343598,0.01514059120403749,0.04495195918776153,0.0,0.0,0.0,0.01426610803774788,526
CFAP251,2.268,4.35e-08,0,0,0,cilia and flagella associated protein 251,Cytoplasm,other,,,,,,,,,,,,,,,2.268,4.35e-08,7.361510743045363,0.04812545061283341,0.018183955541165513,0.0,0.0,0.0,0.014171079007858061,527
PRKAR2B,-2.088,9.04e-12,0,0,0,protein kinase cAMP-dependent type II regulatory subunit beta,Cytoplasm,kinase,,,,,,,,,,,,,,,2.088,9.04e-12,11.043831569524636,0.0156813266041817,0.04268797458995578,0.0,0.0,0.0,0.013808258968325285,528
RABGAP1L,-2.05,3.35e-12,0,0,0,RAB GTPase activating protein 1 like,Cytoplasm,other,,,,,,,,,,,,,,,2.05,3.35e-12,11.474955192963154,0.008832011535688522,0.04555688851107699,0.0,0.0,0.0,0.013155624434906952,529
DDX17,-2.219,1.83e-08,0,0,0,DEAD-box helicase 17,Nucleus,enzyme,,,,,,,,,,,,,,,2.219,1.83e-08,7.73754891026957,0.03929343907714489,0.020686303067886654,0.0,0.0,0.0,0.013030263582400642,530
TF,-2.232,3.61e-08,0,0,0,transferrin,Extracellular Space,transporter,,,,,,,,,,,,,,,2.232,3.61e-08,7.442492798094342,0.04163662581110317,0.01872285095876759,0.0,0.0,0.0,0.01300803790191253,531
WIF1,-2.257,1.28e-07,0,0,0,WNT inhibitory factor 1,Extracellular Space,other,,,,,,,,,,,,,,,2.257,1.28e-07,6.892790030352131,0.04614275414563812,0.015064851635333647,0.0,0.0,0.0,0.012994763737961035,532
GBP6,2.002,3.9e-13,0,0,0,guanylate binding protein family member 6,Other,other,,,,,,,,,,,,,,,2.002,3.9e-13,12.4089353929735,0.00018024513338138481,0.05177206358427354,0.0,0.0,0.0,0.012979064922744662,533
DAZ3,-2.188,4.95e-09,0,0,0,deleted in azoospermia 3,Other,other,,,,,,,,,,,,,,,2.188,4.95e-09,8.30539480106643,0.033705839942321625,0.02446503587813106,0.0,0.0,0.0,0.01285742695799709,534
KRT79,-2.246,9.07e-08,0,0,0,keratin 79,Other,other,,,,,,,,,,,,,,,2.246,9.07e-08,7.042392712939905,0.044160057678442666,0.01606038330045093,0.0,0.0,0.0,0.012847107360801267,535
CD52,2.007,6.21e-13,0,0,0,CD52 molecule,Plasma Membrane,other,,,,,,,,,,,,,,,2.007,6.21e-13,12.20690839982342,0.00108147080028842,0.05042767412941643,0.0,0.0,0.0,0.012823212692411792,536
BBS2,-2.046,6.37e-12,0,0,0,Bardet-Biedl syndrome 2,Cytoplasm,other,,,,,,,,,,,,,,,2.046,6.37e-12,11.19586056766465,0.008111031002162927,0.043699652181870885,0.0,0.0,0.0,0.012547119245900306,537
IL37,-2.035,4.62e-12,0,0,0,interleukin 37,Extracellular Space,cytokine,,,,,,,,,,,,,,,2.035,4.62e-12,11.335358024443874,0.006128334534967583,0.044627938580382276,0.0,0.0,0.0,0.012382651552089086,538
HLA-DPA1,2.064,2.8e-11,0,0,0,"major histocompatibility complex, class II, DP alpha 1",Plasma Membrane,transmembrane receptor,,,,,,,,,,,,,,,2.064,2.8e-11,10.55284196865778,0.011355443403028131,0.03942068227640075,0.0,0.0,0.0,0.012126259249705814,539
FASN,-2.006,1.76e-12,0,0,0,fatty acid synthase,Cytoplasm,enzyme,,,,,,,,,,,,,,,2.006,1.76e-12,11.75448733218585,0.0009012256669069796,0.047417036278486785,0.0,0.0,0.0,0.012034504203003091,540
SORBS1,-2.103,3.85e-10,0,0,0,sorbin and SH3 domain containing 1,Plasma Membrane,other,,,,,,,,,,,,,,,2.103,3.85e-10,9.414539270491499,0.018385003604902694,0.03184584230086693,0.0,0.0,0.0,0.01163846129619727,541
PDZRN4,-2.028,9.75e-12,0,0,0,PDZ domain containing ring finger 4,Other,other,,,,,,,,,,,,,,,2.028,9.75e-12,11.010995384301463,0.004866618601297779,0.042469466060657546,0.0,0.0,0.0,0.011590690235423941,542
FKBP5,-2.16,1.05e-08,0,0,0,FKBP prolyl isomerase 5,Nucleus,enzyme,,,,,,,,,,,,,,,2.16,1.05e-08,7.978810700930062,0.028658976207642406,0.022291780643761642,0.0,0.0,0.0,0.011304740402468892,543
MALAT1,-2.058,6.56e-11,0,0,0,metastasis associated lung adenocarcinoma transcript 1,Nucleus,other,,,,,,,,,,,,,,,2.058,6.56e-11,10.18309616062434,0.010273972602739712,0.03696020727973283,0.0,0.0,0.0,0.01129484634048115,544
CD48,2.008,5.49e-12,0,0,0,CD48 molecule,Plasma Membrane,other,,,,,,,,,,,,,,,2.008,5.49e-12,11.260427655549908,0.0012617159336698047,0.044129314133129496,0.0,0.0,0.0,0.011284671720016334,545
